Status,Title,URL,LocalFile,FileType,Size,LastModified,DownloadResult,Level,Referrer
"Parsed","Azure DevOps &#8211; Page 2 &#8211; Automation Planet","https://mohamedradwan.com/category/azure-devops/page/2/","../mohamedradwan.com\category\azure-devops\page\2\2.html","HTML","153488","","200 OK","2","https://mohamedradwan.com/category/azure-devops/"
"Parsed","Azure DevOps &#8211; Page 3 &#8211; Automation Planet","https://mohamedradwan.com/category/azure-devops/page/3/","../mohamedradwan.com\category\azure-devops\page\3\3.html","HTML","148283","","200 OK","2","https://mohamedradwan.com/category/azure-devops/"
"Parsed","Agile &#8211; Automation Planet","https://mohamedradwan.com/category/agile/feed/","../mohamedradwan.com\category\agile\feed\feed.html","HTML","13740","Wed, 24 May 2023 00:15:38 GMT","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Parsed","","https://mohamedradwan.com/wp-json/wp/v2/categories/15","../mohamedradwan.com\wp-json\wp\v2\categories\15","HTML","601","","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Error","","https://mohamedradwan.com/2018/06/05/build-a-cicd-continuous-integrationcontinuous-deployment-pipeline-from-visual-studio/","../mohamedradwan.com\2018\06\05\build-a-cicd-continuous-integrationcontinuous-deployment-pipeline-from-visual-studio\build-a-cicd-continuous-integrationcontinuous-deployment-pipeline-from-visual-studio.html","HTML","0","","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2017/12/ContinuousIntegration_VisualStudio.png","../mohamedradwan.com\wp-content\uploads\2017\12\ContinuousIntegration_VisualStudio.png","Images","10503","Mon, 12 Oct 2020 05:01:42 GMT","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Parsed","Azure DevTest Labs Updates &#8211; Automation Planet","https://mohamedradwan.com/2018/02/22/azure-devtest-labs-updates/","../mohamedradwan.com\2018\02\22\azure-devtest-labs-updates\azure-devtest-labs-updates.html","HTML","154056","","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2018/02/devtest-integrate-Adjusted-size-for-blog.png","../mohamedradwan.com\wp-content\uploads\2018\02\devtest-integrate-Adjusted-size-for-blog.png","Images","8909","Mon, 12 Oct 2020 06:01:52 GMT","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Parsed","How to deploy to Azure using Team Services Release Management &#8211; Automation Planet","https://mohamedradwan.com/2018/02/12/how-to-deploy-to-azure-using-team-services-release-management/","../mohamedradwan.com\2018\02\12\how-to-deploy-to-azure-using-team-services-release-management\how-to-deploy-to-azure-using-team-services-release-management.html","HTML","176700","","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Parsed","Published a quick guide about Agile Software Testing &#8211; Automation Planet","https://mohamedradwan.com/2018/01/30/published-a-quick-guide-about-agile-software-testing/","../mohamedradwan.com\2018\01\30\published-a-quick-guide-about-agile-software-testing\published-a-quick-guide-about-agile-software-testing.html","HTML","145165","","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2018/01/Agile-Software-Testing-Guide.jpg","../mohamedradwan.com\wp-content\uploads\2018\01\Agile-Software-Testing-Guide.jpg","Images","8413","Mon, 12 Oct 2020 06:01:42 GMT","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Error","Deploy your Application to Different Environments from Branches with and without Feature Toggle","https://mohamedradwan.com/2018/01/08/promoting-your-application-deployment-to-different-environments-from-branches-with-and-without-feature-toggle/","../mohamedradwan.com\2018\01\08\promoting-your-application-deployment-to-different-environments-from-branches-with-and-without-feature-toggle\promoting-your-application-deployment-to-different-environments-from-branches-with-and-without-feature-toggle.html","HTML","0","","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Parsed","Two Backlogs Integration (Trello &#038; VSTS) &#8211; Automation Planet","https://mohamedradwan.com/2017/10/21/trello-vsts-integration/","../mohamedradwan.com\2017\10\21\trello-vsts-integration\trello-vsts-integration.html","HTML","173314","","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2017/09/TrelloVsts-Integration-e1508592428463.png","../mohamedradwan.com\wp-content\uploads\2017\09\TrelloVsts-Integration-e1508592428463.png","Images","5139","Mon, 12 Oct 2020 04:56:54 GMT","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Parsed","User stories in Agile world &#8211; Automation Planet","https://mohamedradwan.com/2017/09/18/user-stories-in-agile-world/","../mohamedradwan.com\2017\09\18\user-stories-in-agile-world\user-stories-in-agile-world.html","HTML","161418","","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2017/09/UserStories_Agile_-2.png","../mohamedradwan.com\wp-content\uploads\2017\09\UserStories_Agile_-2.png","Images","6721","Mon, 12 Oct 2020 04:54:36 GMT","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Parsed","TFS 2015 Agile Project Management &#8211; Automation Planet","https://mohamedradwan.com/2017/07/16/tfs-2015-agile-project-management/","../mohamedradwan.com\2017\07\16\tfs-2015-agile-project-management\tfs-2015-agile-project-management.html","HTML","160476","","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2016/09/Visual-Studio-2015.jpeg","../mohamedradwan.com\wp-content\uploads\2016\09\Visual-Studio-2015.jpeg.jpg","Images","4061","Sun, 11 Oct 2020 21:10:25 GMT","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Parsed","Agile &#8211; Page 2 &#8211; Automation Planet","https://mohamedradwan.com/category/Agile/page/2/","../mohamedradwan.com\category\Agile\page\2\2.html","HTML","149040","","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Parsed","Agile &#8211; Page 3 &#8211; Automation Planet","https://mohamedradwan.com/category/Agile/page/3/","../mohamedradwan.com\category\Agile\page\3\3.html","HTML","142695","","200 OK","2","https://mohamedradwan.com/category/Agile/"
"Parsed","DevOps &#8211; Automation Planet","https://mohamedradwan.com/category/devops/feed/","../mohamedradwan.com\category\devops\feed\feed.html","HTML","13298","Wed, 24 May 2023 00:15:38 GMT","200 OK","2","https://mohamedradwan.com/category/DevOps/"
"Parsed","","https://mohamedradwan.com/wp-json/wp/v2/categories/23","../mohamedradwan.com\wp-json\wp\v2\categories\23","HTML","604","","200 OK","2","https://mohamedradwan.com/category/DevOps/"
"Parsed","Azure Kubernetes Service (AKS) Deep Dive Free Course &#8211; Automation Planet","https://mohamedradwan.com/2020/09/02/azure-kubernetes-service-aks-deep-dive-free-course/","../mohamedradwan.com\2020\09\02\azure-kubernetes-service-aks-deep-dive-free-course\azure-kubernetes-service-aks-deep-dive-free-course.html","HTML","151684","","200 OK","2","https://mohamedradwan.com/category/DevOps/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2020/09/AKS-Deep-Dive-Course-600x400.png","../mohamedradwan.com\wp-content\uploads\2020\09\AKS-Deep-Dive-Course-600x400.png","Images","47440","Sun, 03 Jul 2022 23:25:22 GMT","200 OK","2","https://mohamedradwan.com/category/DevOps/"
"Parsed","Announcing Cloud DevOps Visions Community &#8211; Automation Planet","https://mohamedradwan.com/2020/06/16/announcing-cloud-devops-visions-community/","../mohamedradwan.com\2020\06\16\announcing-cloud-devops-visions-community\announcing-cloud-devops-visions-community.html","HTML","141581","","200 OK","2","https://mohamedradwan.com/category/DevOps/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2020/06/Cloud-DevOps-Feature-600x400.jpg","../mohamedradwan.com\wp-content\uploads\2020\06\Cloud-DevOps-Feature-600x400.jpg","Images","24870","Sun, 03 Jul 2022 23:24:39 GMT","200 OK","2","https://mohamedradwan.com/category/DevOps/"
"Parsed","Q&#038;A Live Session for how to become a DevOps Expert &#8211; Automation Planet","https://mohamedradwan.com/2020/04/08/qa-live-session-for-how-to-become-a-devops-expert/","../mohamedradwan.com\2020\04\08\qa-live-session-for-how-to-become-a-devops-expert\qa-live-session-for-how-to-become-a-devops-expert.html","HTML","149760","","200 OK","2","https://mohamedradwan.com/category/DevOps/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2020/04/DevOps-Expert-Feature-600x400.png","../mohamedradwan.com\wp-content\uploads\2020\04\DevOps-Expert-Feature-600x400.png","Images","106327","Sun, 03 Jul 2022 23:22:31 GMT","200 OK","2","https://mohamedradwan.com/category/DevOps/"
"Parsed","Interview with Mark Allan during Microsoft Ignite The Tour in London &#8211; Automation Planet","https://mohamedradwan.com/2020/01/28/interview-with-mark-allan-during-microsoft-ignite-the-tour-in-london/","../mohamedradwan.com\2020\01\28\interview-with-mark-allan-during-microsoft-ignite-the-tour-in-london\interview-with-mark-allan-during-microsoft-ignite-the-tour-in-london.html","HTML","148517","","200 OK","2","https://mohamedradwan.com/category/DevOps/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2020/01/Mark-feature-600x400.jpg","../mohamedradwan.com\wp-content\uploads\2020\01\Mark-feature-600x400.jpg","Images","18278","Sun, 03 Jul 2022 23:24:39 GMT","200 OK","2","https://mohamedradwan.com/category/DevOps/"
"Error","","https://mohamedradwan.com/2020/01/10/deploying-infrastructure-automatically-to-the-cloud-using-terraform-and-azure-pipelines-tutorial/","../mohamedradwan.com\2020\01\10\deploying-infrastructure-automatically-to-the-cloud-using-terraform-and-azure-pipelines-tutorial\deploying-infrastructure-automatically-to-the-cloud-using-terraform-and-azure-pipelines-tutorial.html","HTML","0","","200 OK","2","https://mohamedradwan.com/category/DevOps/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2020/01/Terrafrom-feature-image-600x400.png","../mohamedradwan.com\wp-content\uploads\2020\01\Terrafrom-feature-image-600x400.png","Images","40096","Sun, 03 Jul 2022 23:22:32 GMT","200 OK","2","https://mohamedradwan.com/category/DevOps/"
"Parsed","DevOps &#8211; Page 2 &#8211; Automation Planet","https://mohamedradwan.com/category/DevOps/page/2/","../mohamedradwan.com\category\DevOps\page\2\2.html","HTML","153108","","200 OK","2","https://mohamedradwan.com/category/DevOps/"
"Parsed","DevOps &#8211; Page 8 &#8211; Automation Planet","https://mohamedradwan.com/category/DevOps/page/8/","../mohamedradwan.com\category\DevOps\page\8\8.html","HTML","146775","","200 OK","2","https://mohamedradwan.com/category/DevOps/"
"Parsed","Docker &#8211; Automation Planet","https://mohamedradwan.com/category/docker/feed/","../mohamedradwan.com\category\docker\feed\feed.html","HTML","9123","Wed, 24 May 2023 00:15:38 GMT","200 OK","2","https://mohamedradwan.com/category/Docker/"
"Parsed","","https://mohamedradwan.com/wp-json/wp/v2/categories/990","../mohamedradwan.com\wp-json\wp\v2\categories\990","HTML","606","","200 OK","2","https://mohamedradwan.com/category/Docker/"
"Error","","https://mohamedradwan.com/2019/06/30/run-unit-testing-in-docker-container-ci-cd-pipelines-to-run-unit-testing-in-docker-container-tutorial/","../mohamedradwan.com\2019\06\30\run-unit-testing-in-docker-container-ci-cd-pipelines-to-run-unit-testing-in-docker-container-tutorial\run-unit-testing-in-docker-container-ci-cd-pipelines-to-run-unit-testing-in-docker-container-tutorial.html","HTML","0","","200 OK","2","https://mohamedradwan.com/category/Docker/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2019/06/Run-unit-testing-inside-docker-container-600x400.png","../mohamedradwan.com\wp-content\uploads\2019\06\Run-unit-testing-inside-docker-container-600x400.png","Images","56282","Sun, 03 Jul 2022 23:26:22 GMT","200 OK","2","https://mohamedradwan.com/category/Docker/"
"Parsed","Some notes regarding Docker, Kubernetes Azure Pipelines &#8211; Automation Planet","https://mohamedradwan.com/2019/06/16/some-notes-regarding-docker-kubernetes-azure-pipelines/","../mohamedradwan.com\2019\06\16\some-notes-regarding-docker-kubernetes-azure-pipelines\some-notes-regarding-docker-kubernetes-azure-pipelines.html","HTML","146349","","200 OK","2","https://mohamedradwan.com/category/Docker/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2019/06/Azure-Kuberneters-Service-AKS-600x400.png","../mohamedradwan.com\wp-content\uploads\2019\06\Azure-Kuberneters-Service-AKS-600x400.png","Images","43152","Sun, 03 Jul 2022 23:26:22 GMT","200 OK","2","https://mohamedradwan.com/category/Docker/"
"Error","","https://mohamedradwan.com/2019/06/08/getting-started-with-kubernetes-cluster-ci-cd-pipelines-for-azure-kubernetes-service/","../mohamedradwan.com\2019\06\08\getting-started-with-kubernetes-cluster-ci-cd-pipelines-for-azure-kubernetes-service\getting-started-with-kubernetes-cluster-ci-cd-pipelines-for-azure-kubernetes-service.html","HTML","0","","200 OK","2","https://mohamedradwan.com/category/Docker/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2019/06/Getting-Started-with-Kubernetes-Cluster-CI-CD-for-Azure-Kubernetes-Service.png","../mohamedradwan.com\wp-content\uploads\2019\06\Getting-Started-with-Kubernetes-Cluster-CI-CD-for-Azure-Kubernetes-Service.png","Images","9833","Mon, 12 Oct 2020 06:21:05 GMT","200 OK","2","https://mohamedradwan.com/category/Docker/"
"Parsed","Docker For Beginners Step-by-Step Tutorial &#8211; Automation Planet","https://mohamedradwan.com/2019/05/31/docker-for-beginners-step-by-step-tutorial/","../mohamedradwan.com\2019\05\31\docker-for-beginners-step-by-step-tutorial\docker-for-beginners-step-by-step-tutorial.html","HTML","148838","","200 OK","2","https://mohamedradwan.com/category/Docker/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2019/05/Docker-600x400.png","../mohamedradwan.com\wp-content\uploads\2019\05\Docker-600x400.png","Images","58108","Sun, 03 Jul 2022 23:27:50 GMT","200 OK","2","https://mohamedradwan.com/category/Docker/"
"Parsed","","https://mohamedradwan.com/wp-json/wp/v2/posts/10705","../mohamedradwan.com\wp-json\wp\v2\posts\10705","HTML","13758","","200 OK","2","https://mohamedradwan.com/2023/01/10/the-steps-to-manage-agile-software-delivery-plans-across-teams/"
"Parsed","The steps to manage Agile software delivery plans across teams. &#8211; Automation Planet","https://mohamedradwan.com/?p=10705","../mohamedradwan.com\¿p=10705.html","HTML","147552","","200 OK","2","https://mohamedradwan.com/2023/01/10/the-steps-to-manage-agile-software-delivery-plans-across-teams/"
"Parsed","","https://mohamedradwan.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmohamedradwan.com%2F2023%2F01%2F10%2Fthe-steps-to-manage-agile-software-delivery-plans-across-teams%2F","../mohamedradwan.com\wp-json\oembed\1.0\embed¿url=https_¡¡mohamedradwan.com¡2023¡01¡10¡the-steps-to-manage-agile-software-delivery-plans-across-teams¡","HTML","2527","","200 OK","2","https://mohamedradwan.com/2023/01/10/the-steps-to-manage-agile-software-delivery-plans-across-teams/"
"Parsed","","https://mohamedradwan.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmohamedradwan.com%2F2023%2F01%2F10%2Fthe-steps-to-manage-agile-software-delivery-plans-across-teams%2F&","../mohamedradwan.com\wp-json\oembed\1.0\embed¿url=https_¡¡mohamedradwan.com¡2023¡01¡10¡the-steps-to-manage-agile-software-delivery-plans-across-teams¡&","HTML","2527","","200 OK","2","https://mohamedradwan.com/2023/01/10/the-steps-to-manage-agile-software-delivery-plans-across-teams/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2023/03/3-select-template-1024x550.png","../mohamedradwan.com\wp-content\uploads\2023\03\3-select-template-1024x550.png","Images","159003","Fri, 10 Mar 2023 11:56:48 GMT","200 OK","2","https://mohamedradwan.com/2023/01/10/the-steps-to-manage-agile-software-delivery-plans-across-teams/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2023/03/7-new-plan-1024x551.png","../mohamedradwan.com\wp-content\uploads\2023\03\7-new-plan-1024x551.png","Images","77310","Fri, 10 Mar 2023 12:02:12 GMT","200 OK","2","https://mohamedradwan.com/2023/01/10/the-steps-to-manage-agile-software-delivery-plans-across-teams/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2023/03/8-delivery-plan-configs-1024x553.png","../mohamedradwan.com\wp-content\uploads\2023\03\8-delivery-plan-configs-1024x553.png","Images","109403","Fri, 10 Mar 2023 12:03:46 GMT","200 OK","2","https://mohamedradwan.com/2023/01/10/the-steps-to-manage-agile-software-delivery-plans-across-teams/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2023/03/12-markers-added-1024x549.png","../mohamedradwan.com\wp-content\uploads\2023\03\12-markers-added-1024x549.png","Images","101107","Fri, 10 Mar 2023 12:08:32 GMT","200 OK","2","https://mohamedradwan.com/2023/01/10/the-steps-to-manage-agile-software-delivery-plans-across-teams/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2023/03/13-marker-added-1024x550.png","../mohamedradwan.com\wp-content\uploads\2023\03\13-marker-added-1024x550.png","Images","148814","Fri, 10 Mar 2023 12:13:34 GMT","200 OK","2","https://mohamedradwan.com/2023/01/10/the-steps-to-manage-agile-software-delivery-plans-across-teams/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2023/03/16-four-depend-1024x551.png","../mohamedradwan.com\wp-content\uploads\2023\03\16-four-depend-1024x551.png","Images","152013","Fri, 10 Mar 2023 12:20:52 GMT","200 OK","2","https://mohamedradwan.com/2023/01/10/the-steps-to-manage-agile-software-delivery-plans-across-teams/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2023/03/19-green-arrow-direction-1024x550.png","../mohamedradwan.com\wp-content\uploads\2023\03\19-green-arrow-direction-1024x550.png","Images","123429","Fri, 10 Mar 2023 12:22:51 GMT","200 OK","2","https://mohamedradwan.com/2023/01/10/the-steps-to-manage-agile-software-delivery-plans-across-teams/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2023/03/18-red-arrow-direction-1024x553.png","../mohamedradwan.com\wp-content\uploads\2023\03\18-red-arrow-direction-1024x553.png","Images","125430","Fri, 10 Mar 2023 12:23:37 GMT","200 OK","2","https://mohamedradwan.com/2023/01/10/the-steps-to-manage-agile-software-delivery-plans-across-teams/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2023/03/22-all-are-green-1024x551.png","../mohamedradwan.com\wp-content\uploads\2023\03\22-all-are-green-1024x551.png","Images","149110","Fri, 10 Mar 2023 12:28:50 GMT","200 OK","2","https://mohamedradwan.com/2023/01/10/the-steps-to-manage-agile-software-delivery-plans-across-teams/"
"Parsed","Agile and Scrum &#8211; Automation Planet","https://mohamedradwan.com/category/scrum/feed/","../mohamedradwan.com\category\scrum\feed\feed.html","HTML","9797","Wed, 24 May 2023 00:15:38 GMT","200 OK","2","https://mohamedradwan.com/category/scrum/"
"Parsed","","https://mohamedradwan.com/wp-json/wp/v2/categories/837","../mohamedradwan.com\wp-json\wp\v2\categories\837","HTML","613","","200 OK","2","https://mohamedradwan.com/category/scrum/"
"Error","","https://mohamedradwan.com/2017/12/05/requirements-epic-feature-user-story-task-size-and-estimation-in-agile-and-scrum/","../mohamedradwan.com\2017\12\05\requirements-epic-feature-user-story-task-size-and-estimation-in-agile-and-scrum\requirements-epic-feature-user-story-task-size-and-estimation-in-agile-and-scrum.html","HTML","0","","200 OK","2","https://mohamedradwan.com/category/scrum/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2017/12/2017-12-29_19-26-40.png","../mohamedradwan.com\wp-content\uploads\2017\12\2017-12-29_19-26-40.png","Images","4454","Mon, 12 Oct 2020 05:04:49 GMT","200 OK","2","https://mohamedradwan.com/category/scrum/"
"Parsed","Key Tips For Maintaining Good Product Backlog in Agile and Scrum &#8211; Automation Planet","https://mohamedradwan.com/2017/11/30/key-tips-for-maintaining-good-product-backlog-in-agile-and-scrum/","../mohamedradwan.com\2017\11\30\key-tips-for-maintaining-good-product-backlog-in-agile-and-scrum\key-tips-for-maintaining-good-product-backlog-in-agile-and-scrum.html","HTML","151158","","200 OK","2","https://mohamedradwan.com/category/scrum/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2017/11/KeyTipsBacklog.png","../mohamedradwan.com\wp-content\uploads\2017\11\KeyTipsBacklog.png","Images","10039","Mon, 12 Oct 2020 04:58:32 GMT","200 OK","2","https://mohamedradwan.com/category/scrum/"
"Parsed","Types of Meetings in Scrum and Agile &#8211; Automation Planet","https://mohamedradwan.com/2017/11/27/types-of-meetings-in-scrum-and-agile/","../mohamedradwan.com\2017\11\27\types-of-meetings-in-scrum-and-agile\types-of-meetings-in-scrum-and-agile.html","HTML","159662","","200 OK","2","https://mohamedradwan.com/category/scrum/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2017/11/Scrum_Meetings.png","../mohamedradwan.com\wp-content\uploads\2017\11\Scrum_Meetings.png","Images","4292","Mon, 12 Oct 2020 04:58:10 GMT","200 OK","2","https://mohamedradwan.com/category/scrum/"
"Parsed","How to add custom fields to existing work items for VSTS &#8211; Automation Planet","https://mohamedradwan.com/2016/07/05/how-to-add-custom-fields-to-existing-work-items/","../mohamedradwan.com\2016\07\05\how-to-add-custom-fields-to-existing-work-items\how-to-add-custom-fields-to-existing-work-items.html","HTML","162261","","200 OK","2","https://mohamedradwan.com/category/scrum/"
"Parsed","","https://mohamedradwan.com/wp-includes/js/wp-embed.min.js?ver=6.4.3","../mohamedradwan.com\wp-includes\js\wp-embed.min.js¿ver=6.4.3","HTML","1251","Fri, 17 Nov 2023 19:45:13 GMT","200 OK","2","https://mohamedradwan.com/category/scrum/"
"Parsed","Uncategorized &#8211; Automation Planet","https://mohamedradwan.com/category/uncategorized/feed/","../mohamedradwan.com\category\uncategorized\feed\feed.html","HTML","11979","Wed, 24 May 2023 00:15:38 GMT","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Parsed","","https://mohamedradwan.com/wp-json/wp/v2/categories/1","../mohamedradwan.com\wp-json\wp\v2\categories\1","HTML","622","","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Parsed","Containers versus Virtual Machines: Why Containers are The Winner &#8211; Automation Planet","https://mohamedradwan.com/2021/04/09/containers-versus-virtual-machines-why-containers-are-the-winner/","../mohamedradwan.com\2021\04\09\containers-versus-virtual-machines-why-containers-are-the-winner\containers-versus-virtual-machines-why-containers-are-the-winner.html","HTML","143325","","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2020/10/Container-vs-Virtual-Machine-feature-small.png","../mohamedradwan.com\wp-content\uploads\2020\10\Container-vs-Virtual-Machine-feature-small.png","Images","7145","Sat, 27 Feb 2021 20:48:41 GMT","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Parsed","Terraform Associate Exam Guide and Preparation &#8211; Automation Planet","https://mohamedradwan.com/2021/02/27/terraform-associate-exam-guide-and-preparation/","../mohamedradwan.com\2021\02\27\terraform-associate-exam-guide-and-preparation\terraform-associate-exam-guide-and-preparation.html","HTML","152656","","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2021/02/Terraform-Associate-Exam-Preparation-and-study-guide-small.png","../mohamedradwan.com\wp-content\uploads\2021\02\Terraform-Associate-Exam-Preparation-and-study-guide-small.png","Images","29987","Sat, 27 Feb 2021 20:13:29 GMT","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Parsed","Agile Software Development Life Cycle Phases &#8211; Automation Planet","https://mohamedradwan.com/2019/09/10/agile-software-development-life-cycle-phases/","../mohamedradwan.com\2019\09\10\agile-software-development-life-cycle-phases\agile-software-development-life-cycle-phases.html","HTML","145470","","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2017/12/Visual-Studio-App-Center.jpg","../mohamedradwan.com\wp-content\uploads\2017\12\Visual-Studio-App-Center.jpg","Images","24995","Mon, 12 Oct 2020 05:05:37 GMT","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Parsed","DevOpsThoughts Rabbit &#8211; Automation Planet","https://mohamedradwan.com/2017/07/26/devopsthoughts-rabbit/","../mohamedradwan.com\2017\07\26\devopsthoughts-rabbit\devopsthoughts-rabbit.html","HTML","151366","","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2017/07/DevOpsThoughts-Rabbit-600x400.png","../mohamedradwan.com\wp-content\uploads\2017\07\DevOpsThoughts-Rabbit-600x400.png","Images","120985","Mon, 04 Jul 2022 01:00:26 GMT","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Parsed","About DevOpsThoughts &#8211; Automation Planet","https://mohamedradwan.com/2017/07/19/about-devopsthoughts/","../mohamedradwan.com\2017\07\19\about-devopsthoughts\about-devopsthoughts.html","HTML","146885","","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2017/07/Logo-Color-2.png","../mohamedradwan.com\wp-content\uploads\2017\07\Logo-Color-2.png","Images","8999","Sun, 11 Oct 2020 21:08:42 GMT","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Parsed","Delivery Plans Extension for VSTS &#8211; Automation Planet","https://mohamedradwan.com/2017/07/13/delivery-plans-extension-for-vsts/","../mohamedradwan.com\2017\07\13\delivery-plans-extension-for-vsts\delivery-plans-extension-for-vsts.html","HTML","155374","","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Saved","","https://mohamedradwan.com/wp-content/uploads/2017/07/Delivery-Plans-VSTS-Extension-600x400.png","../mohamedradwan.com\wp-content\uploads\2017\07\Delivery-Plans-VSTS-Extension-600x400.png","Images","25204","Mon, 04 Jul 2022 00:21:18 GMT","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Parsed","Uncategorized &#8211; Page 2 &#8211; Automation Planet","https://mohamedradwan.com/category/uncategorized/page/2/","../mohamedradwan.com\category\uncategorized\page\2\2.html","HTML","155497","","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Parsed","Uncategorized &#8211; Page 3 &#8211; Automation Planet","https://mohamedradwan.com/category/uncategorized/page/3/","../mohamedradwan.com\category\uncategorized\page\3\3.html","HTML","140559","","200 OK","2","https://mohamedradwan.com/category/uncategorized/"
"Parsed","","https://mohamedradwan.com/wp-json/wp/v2/posts/10695","../mohamedradwan.com\wp-json\wp\v2\posts\10695","HTML","10443","","200 OK","2","https://mohamedradwan.com/2022/12/25/the-steps-to-deploy-a-docker-image-to-azure-container-app-service/"
"Parsed","The steps to Deploy a docker image to Azure Container App Service. &#8211; Automation Planet","https://mohamedradwan.com/?p=10695","../mohamedradwan.com\¿p=10695.html","HTML","142653","","200 OK","2","https://mohamedradwan.com/2022/12/25/the-steps-to-deploy-a-docker-image-to-azure-container-app-service/"
"Parsed","","https://mohamedradwan.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmohamedradwan.com%2F2022%2F12%2F25%2Fthe-steps-to-deploy-a-docker-image-to-azure-container-app-service%2F","../mohamedradwan.com\wp-json\oembed\1.0\embed¿url=https_¡¡mohamedradwan.com¡2022¡12¡25¡the-steps-to-deploy-a-docker-image-to-azure-container-app-service¡","HTML","2571","","200 OK","2","https://mohamedradwan.com/2022/12/25/the-steps-to-deploy-a-docker-image-to-azure-container-app-service/"
"Parsed","","https://mohamedradwan.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmohamedradwan.com%2F2022%2F12%2F25%2Fthe-steps-to-deploy-a-docker-image-to-azure-container-app-service%2F&","../mohamedradwan.com\wp-json\oembed\1.0\embed¿url=https_¡¡mohamedradwan.com¡2022¡12¡25¡the-steps-to-deploy-a-docker-image-to-azure-container-app-service¡&","HTML","2571","","200 OK","2","https://mohamedradwan.com/2022/12/25/the-steps-to-deploy-a-docker-image-to-azure-container-app-service/"
